Gene,Gene Symbol,Parameter,Level1,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq,fdr_p,log2(FC),stderr of log2(FC),-log10(FDR P),FC
ENSMUSG00000031813,Mvb12a,Age,18,1,0.3108,0.2852,-0.2481,0.8697,1.19,0.2758,0.884360637,0.4483807668,0.4114218179,0.0533705962,1.3645079185
ENSMUSG00000031816,Mthfsd,Age,18,1,0.5114,0.2757,-0.0289,1.0517,3.44,0.0636,0.6305619499,0.7377896857,0.397705231,0.2002722395,1.6676189665
ENSMUSG00000031818,Cox4i1,Age,18,1,-0.1722,0.1305,-0.4280,0.0835,1.74,0.1868,0.8222396283,-0.248484719,0.1882431296,0.085001596,0.8417800834
ENSMUSG00000031819,Emc8,Age,18,1,-0.4733,0.3972,-1.2517,0.3051,1.42,0.2334,0.8626817672,-0.682790258,0.5729716533,0.0641493807,0.6229592683
ENSMUSG00000031820,Babam1,Age,18,1,0.2101,0.1448,-0.0737,0.4939,2.11,0.1468,0.7781924453,0.303120475,0.2089195266,0.1089129896,1.2338101972
ENSMUSG00000031821,Gins2,Age,18,1,3.1785,1.6447,-0.0452,6.4021,3.73,0.0533,0.5945107586,4.5855672837,2.3728544309,0.2258402818,24.010062995
ENSMUSG00000031822,Gse1,Age,18,1,0.3404,0.3996,-0.4428,1.1237,0.73,0.3943,0.9421764412,0.4911387995,0.5765231341,0.0258677593,1.4055539199
ENSMUSG00000031823,Zdhhc7,Age,18,1,-0.1545,0.1153,-0.3805,0.0714,1.80,0.1801,0.8163398173,-0.222919496,0.1663106938,0.0881290201,0.8568297653
ENSMUSG00000031824,6430548M08Rik,Age,18,1,-0.1986,0.2385,-0.6660,0.2688,0.69,0.4049,0.9461203955,-0.28656739,0.3440530884,0.0240535953,0.8198504132
ENSMUSG00000031825,Crispld2,Age,18,1,0.0284,0.3677,-0.6922,0.7489,0.01,0.9385,0.9999208275,0.0409093302,0.5304135343,0.0000343855,1.0287620507
ENSMUSG00000031826,Usp10,Age,18,1,0.6388,0.3780,-0.1020,1.3797,2.86,0.0910,0.6871811998,0.9216235661,0.5453170817,0.1629287306,1.8942458223
ENSMUSG00000031827,Cotl1,Age,18,1,0.0910,0.1511,-0.2051,0.3872,0.36,0.5468,0.9796519083,0.1313467155,0.2179608198,0.0089282112,1.0953156708
ENSMUSG00000031828,Klhl36,Age,18,1,-0.0480,0.3492,-0.7324,0.6365,0.02,0.8908,0.9999208275,-0.069199104,0.503800083,0.0000343855,0.9531669914
ENSMUSG00000031832,Taf1c,Age,18,1,0.4624,0.2207,0.0298,0.8950,4.39,0.0362,0.5344468726,0.6670703688,0.3184142007,0.2720954599,1.5878453086
ENSMUSG00000031833,Mast3,Age,18,1,0.0470,0.2385,-0.4205,0.5145,0.04,0.8438,0.9993708756,0.0677977237,0.3441444624,0.0002733112,1.0481155119
ENSMUSG00000031834,Pik3r2,Age,18,1,0.3409,0.2611,-0.1708,0.8525,1.70,0.1917,0.8249270701,0.4917530488,0.3766253859,0.0835844447,1.4061524832
ENSMUSG00000031835,Mbtps1,Age,18,1,-0.9314,0.3381,-1.5941,-0.2687,7.59,0.0059,0.2947138533,-1.343673603,0.4878039338,0.5305994492,0.3940160757
ENSMUSG00000031838,Ifi30,Age,18,1,-0.0146,0.1897,-0.3864,0.3573,0.01,0.9388,0.9999208275,-0.021014425,0.2736916773,0.0000343855,0.9855394828
ENSMUSG00000031839,Hsbp1,Age,18,1,-0.4187,0.1677,-0.7474,-0.0900,6.23,0.0125,0.3780342781,-0.604015529,0.2419631951,0.4224688189,0.6579201806
ENSMUSG00000031840,Rab3a,Age,18,1,0.4213,0.6726,-0.8970,1.7395,0.39,0.5311,0.9776726008,0.607742429,0.9703141,0.0098065557,1.523872742
ENSMUSG00000031842,Pde4c,Age,18,1,0.5061,0.8447,-1.1496,2.1617,0.36,0.5491,0.9796519083,0.7300904451,1.2186807306,0.0089282112,1.6587430779
ENSMUSG00000031843,Mphosph6,Age,18,1,-0.3917,0.7394,-1.8409,1.0575,0.28,0.5963,0.987996563,-0.565082032,1.0667423978,0.0052445662,0.6759169826
ENSMUSG00000031844,Hsd17b2,Age,18,1,0.5018,1.6259,-2.6849,3.6885,0.10,0.7576,0.9981578959,0.7239117154,2.3456813482,0.0008007534,1.6516542551
ENSMUSG00000031845,Bco1,Age,18,1,1.4114,0.6661,0.1059,2.7168,4.49,0.0341,0.5210080265,2.0361632836,0.9609438064,0.283155586,4.1015331351
ENSMUSG00000031847,1700030J22Rik,Age,18,1,-0.4772,1.4486,-3.3164,2.3620,0.11,0.7418,0.9978539623,-0.688434971,2.0899000691,0.0009330138,0.6205266296
ENSMUSG00000031848,Lsm4,Age,18,1,0.3015,0.2151,-0.1200,0.7231,1.97,0.1609,0.7921442384,0.4350156625,0.3103037011,0.1011957323,1.35192551
ENSMUSG00000031851,Ntpcr,Age,18,1,0.1658,0.3802,-0.5793,0.9110,0.19,0.6627,0.995805013,0.2392489856,0.5484739888,0.0018256918,1.1803780397
ENSMUSG00000031858,Mau2,Age,18,1,0.1095,0.1774,-0.2381,0.4572,0.38,0.5368,0.9784214811,0.1580455239,0.2558919366,0.009474021,1.1157745297
ENSMUSG00000031860,Pbx4,Age,18,1,-0.0187,0.8092,-1.6048,1.5673,0.00,0.9816,0.9999208275,-0.026991325,1.1674694877,0.0000343855,0.9814649653
ENSMUSG00000031861,Lpar2,Age,18,1,0.6349,0.3951,-0.1394,1.4092,2.58,0.1080,0.7147225402,0.9160197362,0.5699441421,0.1458625213,1.8869023146
ENSMUSG00000031862,Atp13a1,Age,18,1,0.4559,0.1869,0.0895,0.8223,5.95,0.0147,0.4029310006,0.6576803564,0.269698327,0.3947693177,1.5775441222
ENSMUSG00000031864,Ints10,Age,18,1,0.1714,0.2973,-0.4112,0.7540,0.33,0.5642,0.9830308105,0.2472706187,0.4288587497,0.0074328702,1.1869594249
ENSMUSG00000031865,Dctn1,Age,18,1,0.1089,0.2109,-0.3045,0.5222,0.27,0.6058,0.9889191772,0.1570383402,0.30426832,0.0048392012,1.1149958498
ENSMUSG00000031871,Cdh5,Age,18,1,-0.0516,1.6863,-3.3568,3.2535,0.00,0.9756,0.9999208275,-0.074497894,2.4328672823,0.0000343855,0.9496725814
ENSMUSG00000031872,Bean1,Age,18,1,-0.6639,0.4103,-1.4682,0.1404,2.62,0.1057,0.7115084191,-0.957806915,0.5919974035,0.1478199567,0.5148389411
ENSMUSG00000031875,Cmtm3,Age,18,1,0.2358,0.3523,-0.4546,0.9263,0.45,0.5032,0.9726314881,0.3402326177,0.5082195521,0.0120516746,1.2659606989
ENSMUSG00000031877,Ces2g,Age,18,1,0.2508,0.4909,-0.7113,1.2130,0.26,0.6094,0.9914276754,0.3618852992,0.7082218728,0.0037389621,1.2851041618
ENSMUSG00000031878,Nae1,Age,18,1,-0.5153,0.4616,-1.4201,0.3894,1.25,0.2643,0.8803247427,-0.743488501,0.6659773834,0.0553570915,0.5972933229
ENSMUSG00000031879,Fam96b,Age,18,1,0.0106,0.1724,-0.3272,0.3484,0.00,0.9512,0.9999208275,0.0152311907,0.2486500707,0.0000343855,1.0106133835
ENSMUSG00000031880,Rrad,Age,18,1,-0.2201,0.4134,-1.0304,0.5902,0.28,0.5945,0.9877546297,-0.317504192,0.5964456714,0.0053509261,0.8024568978
ENSMUSG00000031881,Cdh16,Age,18,1,2.7290,1.3220,0.1380,5.3200,4.26,0.0390,0.548623746,3.9371556242,1.9071985445,0.2607253989,15.317995602
ENSMUSG00000031883,Car7,Age,18,1,3.9856,1.4900,1.0652,6.9060,7.15,0.0075,0.3185366502,5.7500094906,2.1496778217,0.4968405914,53.817724608
ENSMUSG00000031885,Cbfb,Age,18,1,0.1510,0.5381,-0.9037,1.2057,0.08,0.7790,0.9981578959,0.217811032,0.7763355102,0.0008007534,1.162967703
ENSMUSG00000031886,Ces2e,Age,18,1,-0.8523,1.0210,-2.8534,1.1488,0.70,0.4038,0.9460886129,-1.229608408,1.4729437581,0.0240681846,0.4264331773
ENSMUSG00000031887,Tradd,Age,18,1,-0.1115,0.2010,-0.5056,0.2825,0.31,0.5790,0.9862796008,-0.160919608,0.2900303083,0.0059999493,0.8944547425
ENSMUSG00000031889,D230025D16Rik,Age,18,1,-0.2661,0.5339,-1.3126,0.7804,0.25,0.6182,0.9926616468,-0.383928418,0.7703046437,0.0031987575,0.7663480028
ENSMUSG00000031896,Ctrl,Age,18,1,0.1263,1.1180,-2.0650,2.3176,0.01,0.9101,0.9999208275,0.1822233865,1.6129678159,0.0000343855,1.1346311573
ENSMUSG00000031897,Psmb10,Age,18,1,0.3862,0.3485,-0.2969,1.0693,1.23,0.2678,0.8811591622,0.557173275,0.5027909962,0.0549456387,1.4713834559
ENSMUSG00000031898,Dpep3,Age,18,1,2.5715,1.1394,0.3382,4.8047,5.09,0.0240,0.4734877524,3.7098271818,1.6438339329,0.3246912503,13.084865428
ENSMUSG00000031901,Dus2,Age,18,1,0.1196,0.5365,-0.9319,1.1711,0.05,0.8236,0.9981830775,0.1725395387,0.77396545,0.0007897971,1.12704064
ENSMUSG00000031902,Nfatc3,Age,18,1,0.2262,0.1848,-0.1360,0.5883,1.50,0.2209,0.849775946,0.3263084075,0.2665864984,0.0706955664,1.253801019
ENSMUSG00000031903,Pla2g15,Age,18,1,0.4318,0.3042,-0.1643,1.0279,2.02,0.1557,0.784294266,0.6229263186,0.4387997991,0.1055209601,1.5399956957
ENSMUSG00000031904,Slc7a6,Age,18,1,0.4333,0.6877,-0.9147,1.7812,0.40,0.5287,0.9775037449,0.6251042,0.9922056048,0.0098815701,1.5423222171
ENSMUSG00000031906,Smpd3,Age,18,1,-0.5354,0.7090,-1.9251,0.8542,0.57,0.4502,0.9619625924,-0.772445,1.0228922943,0.0168418159,0.5854244881
ENSMUSG00000031907,Zfp90,Age,18,1,-0.5084,0.3844,-1.2618,0.2451,1.75,0.1861,0.8211213148,-0.733395242,0.5546372744,0.0855926742,0.6014867065
ENSMUSG00000031913,Vps4a,Age,18,1,0.2290,0.1865,-0.1366,0.5946,1.51,0.2195,0.8480275695,0.3304193558,0.2691198142,0.0715900285,1.2573788103
ENSMUSG00000031916,Cog8,Age,18,1,-0.0473,0.1988,-0.4369,0.3422,0.06,0.8118,0.9981830775,-0.068278402,0.2867577128,0.0007897971,0.9537754792
ENSMUSG00000031917,Nip7,Age,18,1,0.0204,0.4153,-0.7935,0.8344,0.00,0.9608,0.9999208275,0.0294678578,0.5991432397,0.0000343855,1.0206355919
ENSMUSG00000031918,Mtmr2,Age,18,1,0.0900,0.6621,-1.2078,1.3877,0.02,0.8919,0.9999208275,0.1297856282,0.9552601392,0.0000343855,1.0941311109
ENSMUSG00000031921,Terf2,Age,18,1,-0.1346,0.1537,-0.4358,0.1666,0.77,0.3811,0.9357561176,-0.194185115,0.2216973791,0.028837325,0.8740664601
ENSMUSG00000031922,Cep57,Age,18,1,0.5385,0.4583,-0.3597,1.4368,1.38,0.2400,0.8687435765,0.7769558006,0.661215773,0.0611083936,1.7135114124
ENSMUSG00000031924,Cyb5b,Age,18,1,0.2301,0.2062,-0.1741,0.6343,1.24,0.2646,0.8805818128,0.3319359822,0.2975286864,0.0552302885,1.258701319
ENSMUSG00000031925,Maml2,Age,18,1,-0.0951,0.3825,-0.8449,0.6547,0.06,0.8037,0.9981830775,-0.137203434,0.551890174,0.0007897971,0.9092800255
ENSMUSG00000031928,Mre11a,Age,18,1,-0.3292,0.5251,-1.3584,0.7000,0.39,0.5307,0.9775037449,-0.474978415,0.7575828152,0.0098815701,0.7194775545
ENSMUSG00000031930,Wwp2,Age,18,1,0.2531,0.1395,-0.0203,0.5265,3.29,0.0696,0.6461655738,0.3651313883,0.2012277091,0.1896561839,1.2879989241
ENSMUSG00000031931,Ankrd49,Age,18,1,0.5561,0.6006,-0.6210,1.7332,0.86,0.3545,0.9253956249,0.8022694209,0.866444491,0.0336725581,1.7438421083
ENSMUSG00000031932,Gpr83,Age,18,1,-1.1174,1.0422,-3.1600,0.9252,1.15,0.2836,0.8879638603,-1.612031758,1.5035399244,0.0516047094,0.3271373165
ENSMUSG00000031933,Izumo1r,Age,18,1,-0.1513,0.3555,-0.8481,0.5454,0.18,0.6703,0.995805013,-0.218350028,0.5128390643,0.0018256918,0.8595479167
ENSMUSG00000031934,Panx1,Age,18,1,-0.6155,0.2180,-1.0427,-0.1882,7.97,0.0048,0.2748269311,-0.887907863,0.3144973821,0.5609407117,0.5403972119
ENSMUSG00000031935,Med17,Age,18,1,-0.0521,0.3422,-0.7228,0.6187,0.02,0.8791,0.9999208275,-0.075097103,0.4937537574,0.0000343855,0.9492782263
ENSMUSG00000031938,4931406C07Rik,Age,18,1,0.1693,0.3309,-0.4792,0.8178,0.26,0.6089,0.991332089,0.2442388452,0.4773788049,0.0037808357,1.1844676901
ENSMUSG00000031939,Taf1d,Age,18,1,0.3179,0.2760,-0.2230,0.8589,1.33,0.2493,0.8746326638,0.4586763059,0.3981794263,0.0581743076,1.3742803169
ENSMUSG00000031948,Kars,Age,18,1,0.4702,0.2244,0.0303,0.9100,4.39,0.0362,0.5344468726,0.6782840915,0.3237406329,0.2720954599,1.6002353395
ENSMUSG00000031949,Adat1,Age,18,1,1.1144,0.4932,0.1477,2.0811,5.11,0.0239,0.4734877524,1.6077683805,0.7115640931,0.3246912503,3.0478003081
ENSMUSG00000031950,Gabarapl2,Age,18,1,-0.2604,0.3219,-0.8913,0.3704,0.65,0.4184,0.9510198108,-0.375740589,0.4643673464,0.0218104361,0.770709677
ENSMUSG00000031951,Tmem231,Age,18,1,0.5632,1.0703,-1.5345,2.6609,0.28,0.5987,0.9880053355,0.8125605957,1.5440872742,0.0052407101,1.7563259275
ENSMUSG00000031953,Tmem170,Age,18,1,0.5388,0.8421,-1.1118,2.1893,0.41,0.5223,0.9761580912,0.7773087575,1.2149433383,0.0104798416,1.7139306761
ENSMUSG00000031954,Cfdp1,Age,18,1,0.1664,0.1956,-0.2170,0.5498,0.72,0.3950,0.9421764412,0.2400485032,0.2821947905,0.0258677593,1.1810323669
ENSMUSG00000031955,Bcar1,Age,18,1,0.8612,0.7285,-0.5667,2.2890,1.40,0.2372,0.8663332783,1.2423989851,1.0510303746,0.0623150028,2.3659162169
ENSMUSG00000031957,Ctrb1,Age,18,1,-0.8183,1.2234,-3.2162,1.5795,0.45,0.5036,0.972905726,-1.180607319,1.7650325182,0.0119292406,0.4411657454
ENSMUSG00000031958,Ldhd,Age,18,1,0.1395,1.4506,-2.7036,2.9826,0.01,0.9234,0.9999208275,0.2012293915,2.092735617,0.0000343855,1.1496776346
ENSMUSG00000031959,Wdr59,Age,18,1,0.2768,0.3997,-0.5066,1.0601,0.48,0.4886,0.9706769572,0.3993174545,0.5766137955,0.0129252799,1.3188837933
ENSMUSG00000031960,Aars,Age,18,1,0.3355,0.1847,-0.0266,0.6975,3.30,0.0693,0.6461655738,0.4839920015,0.2664880062,0.1896561839,1.3986083286
ENSMUSG00000031967,Afg3l1,Age,18,1,0.0168,0.2799,-0.5318,0.5653,0.00,0.9522,0.9999208275,0.0241817166,0.4037537426,0.0000343855,1.0169027506
ENSMUSG00000031969,Acad8,Age,18,1,0.5931,0.7408,-0.8589,2.0451,0.64,0.4234,0.9530111335,0.8556550199,1.0687908276,0.0209020257,1.8095801637
ENSMUSG00000031971,Ccsap,Age,18,1,-0.9700,0.9674,-2.8661,0.9261,1.01,0.3160,0.9045530061,-1.399404766,1.3956640563,0.0435659787,0.3790855142
ENSMUSG00000031972,Acta1,Age,18,1,-2.0622,1.0422,-4.1050,-0.0195,3.92,0.0479,0.5792582392,-2.975155407,1.5036196154,0.2371277802,0.1271712619
ENSMUSG00000031974,Abcb10,Age,18,1,0.1516,0.4072,-0.6466,0.9498,0.14,0.7097,0.995805013,0.2186777472,0.5875346458,0.0018256918,1.1636665788
ENSMUSG00000031976,Urb2,Age,18,1,0.0803,0.6623,-1.2178,1.3784,0.01,0.9035,0.9999208275,0.1158403229,0.9555395476,0.0000343855,1.083606027
ENSMUSG00000031979,Cog2,Age,18,1,-0.0291,0.3277,-0.6714,0.6131,0.01,0.9292,0.9999208275,-0.042027497,0.4727259532,0.0000343855,0.9712889834
ENSMUSG00000031980,Agt,Age,18,1,-1.9922,1.9301,-5.7752,1.7908,1.07,0.3020,0.8941016301,-2.874103332,2.784585474,0.0486131133,0.1363982149
ENSMUSG00000031982,Arv1,Age,18,1,0.3865,1.0178,-1.6084,2.3814,0.14,0.7041,0.995805013,0.5576190574,1.4684026148,0.0018256918,1.4718381731
ENSMUSG00000031983,2310022B05Rik,Age,18,1,-0.1749,0.2931,-0.7493,0.3996,0.36,0.5507,0.9796519083,-0.252306924,0.4228460534,0.0089282112,0.8395528643
ENSMUSG00000031984,2810004N23Rik,Age,18,1,0.0923,0.2501,-0.3978,0.5825,0.14,0.7119,0.995805013,0.1332238167,0.36077835,0.0018256918,1.0967417216
ENSMUSG00000031985,Gnpat,Age,18,1,-0.0527,0.4014,-0.8394,0.7339,0.02,0.8955,0.9999208275,-0.07605627,0.5790507299,0.0000343855,0.9486473139
ENSMUSG00000031986,Sprtn,Age,18,1,-0.2187,0.5501,-1.2968,0.8595,0.16,0.6910,0.995805013,-0.315454635,0.7936037496,0.0018256918,0.8035977141
ENSMUSG00000031987,Egln1,Age,18,1,-0.0216,0.3117,-0.6326,0.5893,0.00,0.9447,0.9999208275,-0.031219481,0.4496856611,0.0000343855,0.9785927629
ENSMUSG00000031988,Vps26b,Age,18,1,-0.0800,0.3186,-0.7045,0.5445,0.06,0.8018,0.9981830775,-0.11538073,0.4597016266,0.0007897971,0.9231386603
ENSMUSG00000031990,Jam3,Age,18,1,-0.4489,1.3048,-3.0062,2.1083,0.12,0.7308,0.997027214,-0.647688788,1.882375521,0.0012929874,0.6383020615
ENSMUSG00000031993,Snx19,Age,18,1,0.7286,0.4184,-0.0914,1.5486,3.03,0.0816,0.6782910617,1.0512024176,0.6035874971,0.1685839059,2.0722562551
ENSMUSG00000031995,St14,Age,18,1,-0.0833,0.5136,-1.0899,0.9233,0.03,0.8711,0.9999208275,-0.120182257,0.7409512486,0.0000343855,0.9200714095
ENSMUSG00000031996,Aplp2,Age,18,1,0.1206,0.1759,-0.2242,0.4655,0.47,0.4929,0.9709962283,0.174056552,0.2538071735,0.0127824571,1.1282263617
ENSMUSG00000031997,Trpc6,Age,18,1,-0.2542,0.3705,-0.9805,0.4720,0.47,0.4927,0.9709962283,-0.366750729,0.5345766371,0.0127824571,0.7755271917
ENSMUSG00000032000,Birc3,Age,18,1,-0.0953,0.3558,-0.7927,0.6021,0.07,0.7889,0.9981578959,-0.137464114,0.5133654435,0.0008007534,0.9091157427
ENSMUSG00000032002,Dcun1d5,Age,18,1,-0.0079,0.3366,-0.6676,0.6518,0.00,0.9812,0.9999208275,-0.01141915,0.4855764807,0.0000343855,0.9921160908
ENSMUSG00000032009,Sesn3,Age,18,1,0.6442,0.4912,-0.3185,1.6069,1.72,0.1897,0.8236524457,0.9293565464,0.7086047277,0.0842560077,1.9044264171
ENSMUSG00000032010,Usp2,Age,18,1,-0.5738,0.8248,-2.1905,1.0429,0.48,0.4866,0.9702130689,-0.827834103,1.1899966519,0.0131328796,0.5633743935
ENSMUSG00000032011,Thy1,Age,18,1,0.6544,0.5368,-0.3977,1.7064,1.49,0.2228,0.8541510887,0.9440341597,0.7743740053,0.0684653012,1.9239004624
ENSMUSG00000032012,Nectin1,Age,18,1,-0.0890,0.5390,-1.1454,0.9674,0.03,0.8688,0.9999208275,-0.12843341,0.7775780631,0.0000343855,0.9148242982
ENSMUSG00000032014,Oaf,Age,18,1,2.0544,1.7596,-1.3944,5.5032,1.36,0.2430,0.870586015,2.9638833581,2.5386213624,0.0601883136,7.8022128579
ENSMUSG00000032018,Sc5d,Age,18,1,-0.0112,0.4783,-0.9486,0.9262,0.00,0.9813,0.9999208275,-0.016138037,0.6900269884,0.0000343855,0.9888762962
ENSMUSG00000032020,Ubash3b,Age,18,1,-0.5526,0.2897,-1.1204,0.0152,3.64,0.0565,0.6047064138,-0.797168764,0.4179477528,0.2184554251,0.5754774235
ENSMUSG00000032021,Crtam,Age,18,1,1.0714,0.8392,-0.5735,2.7163,1.63,0.2017,0.8327686355,1.5457064293,1.2107684279,0.07947564,2.9194698847
ENSMUSG00000032023,Jhy,Age,18,1,-2.2801,1.3465,-4.9192,0.3590,2.87,0.0904,0.6865470726,-3.289422936,1.9425958815,0.1633296803,0.1022786596
ENSMUSG00000032024,Clmp,Age,18,1,-0.7721,2.0060,-4.7037,3.1595,0.15,0.7003,0.995805013,-1.113955291,2.8939872165,0.0018256918,0.4620256042
ENSMUSG00000032026,Rexo2,Age,18,1,0.0925,0.1969,-0.2934,0.4784,0.22,0.6384,0.9932716137,0.1334574855,0.2840278618,0.0029319759,1.0969193718
ENSMUSG00000032028,Nxpe2,Age,18,1,-0.3671,0.2807,-0.9174,0.1831,1.71,0.1909,0.8247286245,-0.529672725,0.4050022074,0.0836889318,0.6927118578
ENSMUSG00000032030,Cul5,Age,18,1,1.0493,0.6597,-0.2437,2.3422,2.53,0.1117,0.7191500534,1.5137501259,0.9517398843,0.143180483,2.8555133429
ENSMUSG00000032034,Kcnj5,Age,18,1,-0.3738,0.5408,-1.4339,0.6862,0.48,0.4894,0.9709328546,-0.539329657,0.7802768721,0.0128108029,0.6880905533
ENSMUSG00000032035,Ets1,Age,18,1,-0.0880,0.2198,-0.5188,0.3427,0.16,0.6887,0.995805013,-0.127020052,0.317040614,0.0018256918,0.915720959
ENSMUSG00000032038,St3gal4,Age,18,1,0.2455,0.3279,-0.3971,0.8882,0.56,0.4540,0.9637780615,0.3542075843,0.4730456996,0.0160229638,1.2782832776
ENSMUSG00000032040,Dcps,Age,18,1,-0.2101,0.2536,-0.7071,0.2870,0.69,0.4075,0.9471284144,-0.303069439,0.3658860299,0.0235911341,0.8105261074
ENSMUSG00000032041,Tirap,Age,18,1,0.8909,0.3360,0.2323,1.5494,7.03,0.0080,0.3208959848,1.2852522688,0.4847391121,0.493635717,2.4372466656
ENSMUSG00000032042,Srpr,Age,18,1,0.0488,0.3256,-0.5894,0.6870,0.02,0.8808,0.9999208275,0.0704261533,0.4697679731,0.0000343855,1.050026802
ENSMUSG00000032044,Rpusd4,Age,18,1,0.1557,0.4166,-0.6608,0.9721,0.14,0.7087,0.995805013,0.224556642,0.600966893,0.0018256918,1.1684181241
ENSMUSG00000032046,Abhd12,Age,18,1,-0.0138,0.1811,-0.3687,0.3411,0.01,0.9394,0.9999208275,-0.019845405,0.2612361059,0.0000343855,0.9863383918
ENSMUSG00000032047,Acat1,Age,18,1,-0.5933,0.2303,-1.0446,-0.1419,6.64,0.0100,0.3532504756,-0.85590554,0.332221189,0.4519172448,0.5525184172
ENSMUSG00000032050,Rdx,Age,18,1,-0.0918,0.2251,-0.5331,0.3494,0.17,0.6833,0.995805013,-0.13250075,0.3247717333,0.0018256918,0.9122487978
ENSMUSG00000032051,Fdx1,Age,18,1,0.4340,0.8688,-1.2688,2.1369,0.25,0.6174,0.9922812909,0.6261830847,1.2534300312,0.003365197,1.5434760369
ENSMUSG00000032053,Pou2af1,Age,18,1,0.3370,0.1774,-0.0107,0.6846,3.61,0.0575,0.6070297711,0.4861327378,0.2559019758,0.2167900089,1.4006851876
ENSMUSG00000032058,Ppp2r1b,Age,18,1,0.2131,0.4096,-0.5896,1.0159,0.27,0.6028,0.9883232564,0.3075021369,0.590891112,0.0051009851,1.2375631435
ENSMUSG00000032059,Alg9,Age,18,1,-0.1814,0.3205,-0.8096,0.4467,0.32,0.5714,0.9844393893,-0.261721677,0.4623693088,0.0068110177,0.8340919401
ENSMUSG00000032060,Cryab,Age,18,0,25.6533,0.0000,25.6533,25.6533,,,,37.009859298,0,,138381420413
ENSMUSG00000032064,Dixdc1,Age,18,1,0.9197,0.4483,0.0411,1.7983,4.21,0.0402,0.5555892638,1.3268838998,0.6467188889,0.2552461551,2.5086025223
ENSMUSG00000032066,Bco2,Age,18,1,0.5710,0.8536,-1.1022,2.2441,0.45,0.5036,0.972905726,0.8237181313,1.2315555083,0.0119292406,1.7699616865
ENSMUSG00000032067,Pts,Age,18,1,0.0400,0.2726,-0.4943,0.5743,0.02,0.8833,0.9999208275,0.0577404264,0.3932733377,0.0000343855,1.0408343111
ENSMUSG00000032076,Cadm1,Age,18,1,-1.3652,0.9924,-3.3102,0.5798,1.89,0.1689,0.8014805579,-1.969538072,1.4316958061,0.0961070082,0.2553347725
ENSMUSG00000032077,Bud13,Age,18,1,0.0389,0.3352,-0.6180,0.6959,0.01,0.9075,0.9999208275,0.0561628158,0.4835898933,0.0000343855,1.0396967639
ENSMUSG00000032078,Zpr1,Age,18,1,0.8651,0.2491,0.3770,1.3533,12.07,0.0005,0.0947350153,1.2481225318,0.3593207938,1.0234894704,2.3753210656
ENSMUSG00000032081,Apoc3,Age,18,1,24.5322,27139.5335,-53167.9760,53217.0403,0.00,0.9993,0.9999208275,35.392413524,39154.070363,0.0000343855,45100160729
ENSMUSG00000032083,Apoa1,Age,18,1,2.5224,1.0599,0.4450,4.5998,5.66,0.0173,0.4178711388,3.639056378,1.5291645953,0.3789576234,12.458481904
ENSMUSG00000032085,Tagln,Age,18,1,-0.3816,1.0957,-2.5291,1.7660,0.12,0.7277,0.995805013,-0.550510641,1.580781107,0.0018256918,0.6827784164
ENSMUSG00000032086,Bace1,Age,18,1,-0.7058,1.0736,-2.8101,1.3984,0.43,0.5109,0.9739108565,-1.018300526,1.5488778065,0.0114807929,0.4936975786
ENSMUSG00000032089,Il10ra,Age,18,1,0.2193,0.2059,-0.1843,0.6229,1.13,0.2870,0.8883915485,0.3163325003,0.2970833032,0.0513955817,1.2451611766
ENSMUSG00000032092,Mpzl2,Age,18,1,0.1621,0.7072,-1.2240,1.5481,0.05,0.8187,0.9981830775,0.2338048539,1.020239858,0.0007897971,1.1759321771
ENSMUSG00000032093,Cd3e,Age,18,1,0.3552,0.3739,-0.3776,1.0880,0.90,0.3421,0.9169917466,0.5124491469,0.5394044008,0.0376345732,1.4264697438
ENSMUSG00000032094,Cd3d,Age,18,1,0.4667,0.4686,-0.4518,1.3852,0.99,0.3193,0.9067108563,0.673306207,0.6760600786,0.0425311843,1.5947233917
ENSMUSG00000032096,Arcn1,Age,18,1,0.0659,0.3315,-0.5839,0.7157,0.04,0.8424,0.9993708756,0.0950693828,0.4782830519,0.0002733112,1.0681167752
ENSMUSG00000032097,Ddx6,Age,18,1,0.2578,0.1333,-0.0034,0.5190,3.74,0.0530,0.5923555808,0.3719286242,0.1922407183,0.2274175156,1.2940816296
ENSMUSG00000032101,Ddx25,Age,18,1,-0.2394,0.6991,-1.6096,1.1308,0.12,0.7320,0.9974715059,-0.345409693,1.0085689346,0.0010995017,0.7870844306
ENSMUSG00000032103,Pus3,Age,18,1,0.1628,0.5297,-0.8754,1.2010,0.09,0.7586,0.9981578959,0.2348648611,0.7642285021,0.0008007534,1.1767965002
ENSMUSG00000032105,Pdzd3,Age,18,1,-0.3568,0.7912,-1.9076,1.1940,0.20,0.6520,0.995805013,-0.514802745,1.141521451,0.0018256918,0.6998886196
ENSMUSG00000032109,Nlrx1,Age,18,1,-0.4433,0.2531,-0.9394,0.0528,3.07,0.0799,0.6754652938,-0.639571624,0.3651909388,0.1703969606,0.6419035192
ENSMUSG00000032110,Acrv1,Age,18,1,4.1158,2.0508,0.0963,8.1353,4.03,0.0448,0.5735397772,5.9378627919,2.9586750326,0.2414364567,61.302023533
ENSMUSG00000032112,Trappc4,Age,18,1,0.0359,0.1547,-0.2672,0.3391,0.05,0.8164,0.9981830775,0.0518076332,0.2231496765,0.0007897971,1.036562878
